,,Ranking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baidu People Also Search For Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,q=Baidu People Also Search For Results API&engine=google&location=Canada&num=100
Baidu People Also Search For Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,q=Baidu People Also Search For Results API&engine=google&location=France&num=100
Baidu People Also Search For Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu People Also Search For Results API&engine=google&location=United Kingdom&num=100
Baidu People Also Search For Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu People Also Search For Results API&engine=google&location=Germany&num=100
Baidu Related Searches Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Related Searches Results API&engine=google&location=United States&num=100
Baidu Related Searches Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Related Searches Results API&engine=google&location=Canada&num=100
Baidu Related Searches Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Related Searches Results API&engine=google&location=France&num=100
Baidu Related Searches Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Related Searches Results API&engine=google&location=United Kingdom&num=100
Baidu Related Searches Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Related Searches Results API&engine=google&location=Germany&num=100
Baidu Top Searches API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Top Searches API&engine=google&location=United States&num=100
Baidu Top Searches API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Top Searches API&engine=google&location=Canada&num=100
Baidu Top Searches API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Top Searches API&engine=google&location=France&num=100
Baidu Top Searches API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Top Searches API&engine=google&location=United Kingdom&num=100
Baidu Top Searches API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Baidu Top Searches API&engine=google&location=Germany&num=100
Bing Answer Box API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,4,Loading...,q=Bing Answer Box API&engine=google&location=United States&num=100
Bing Answer Box API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,4,Loading...,q=Bing Answer Box API&engine=google&location=Canada&num=100
Bing Answer Box API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,4,Loading...,q=Bing Answer Box API&engine=google&location=France&num=100
Bing Answer Box API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,3,Loading...,q=Bing Answer Box API&engine=google&location=United Kingdom&num=100
Bing Answer Box API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,1,1,4,Loading...,q=Bing Answer Box API&engine=google&location=Germany&num=100
Bing News Engine Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,2,2,1,Loading...,q=Bing News Engine Results API&engine=google&location=United States&num=100
Bing News Engine Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,2,2,1,Loading...,q=Bing News Engine Results API&engine=google&location=Canada&num=100
Bing News Engine Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,2,2,2,Loading...,q=Bing News Engine Results API&engine=google&location=France&num=100
Bing News Engine Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,2,1,1,Loading...,q=Bing News Engine Results API&engine=google&location=United Kingdom&num=100
Bing News Engine Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,2,1,1,Loading...,q=Bing News Engine Results API&engine=google&location=Germany&num=100
Bing Recipes Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Bing Recipes Results API&engine=google&location=United States&num=100
Bing Recipes Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=Bing Recipes Results API&engine=google&location=Canada&num=100
Bing Recipes Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=Bing Recipes Results API&engine=google&location=France&num=100
Bing Recipes Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=Bing Recipes Results API&engine=google&location=United Kingdom&num=100
Bing Recipes Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=Bing Recipes Results API&engine=google&location=Germany&num=100
DuckDuckGo Ad Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Ad Results API&engine=google&location=United States&num=100
DuckDuckGo Ad Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Ad Results API&engine=google&location=Canada&num=100
DuckDuckGo Ad Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Ad Results API&engine=google&location=France&num=100
DuckDuckGo Ad Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Ad Results API&engine=google&location=United Kingdom&num=100
DuckDuckGo Ad Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Ad Results API&engine=google&location=Germany&num=100
DuckDuckGo Inline Images API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Images API&engine=google&location=United States&num=100
DuckDuckGo Inline Images API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Images API&engine=google&location=Canada&num=100
DuckDuckGo Inline Images API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Images API&engine=google&location=France&num=100
DuckDuckGo Inline Images API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Images API&engine=google&location=United Kingdom&num=100
DuckDuckGo Inline Images API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Images API&engine=google&location=Germany&num=100
DuckDuckGo Inline Videos API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Videos API&engine=google&location=United States&num=100
DuckDuckGo Inline Videos API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Videos API&engine=google&location=Canada&num=100
DuckDuckGo Inline Videos API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Videos API&engine=google&location=France&num=100
DuckDuckGo Inline Videos API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Videos API&engine=google&location=United Kingdom&num=100
DuckDuckGo Inline Videos API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Inline Videos API&engine=google&location=Germany&num=100
DuckDuckGo Knowledge Graph API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Knowledge Graph API&engine=google&location=United States&num=100
DuckDuckGo Knowledge Graph API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Knowledge Graph API&engine=google&location=Canada&num=100
DuckDuckGo Knowledge Graph API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Knowledge Graph API&engine=google&location=France&num=100
DuckDuckGo Knowledge Graph API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Knowledge Graph API&engine=google&location=United Kingdom&num=100
DuckDuckGo Knowledge Graph API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Knowledge Graph API&engine=google&location=Germany&num=100
DuckDuckGo News Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo News Results API&engine=google&location=United States&num=100
DuckDuckGo News Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,1,q=DuckDuckGo News Results API&engine=google&location=Canada&num=100
DuckDuckGo News Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo News Results API&engine=google&location=France&num=100
DuckDuckGo News Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo News Results API&engine=google&location=United Kingdom&num=100
DuckDuckGo News Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo News Results API&engine=google&location=Germany&num=100
DuckDuckGo Organic Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Organic Results API&engine=google&location=United States&num=100
DuckDuckGo Organic Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Organic Results API&engine=google&location=Canada&num=100
DuckDuckGo Organic Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Organic Results API&engine=google&location=France&num=100
DuckDuckGo Organic Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Organic Results API&engine=google&location=United Kingdom&num=100
DuckDuckGo Organic Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Organic Results API&engine=google&location=Germany&num=100
DuckDuckGo Related Searches API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,1,q=DuckDuckGo Related Searches API&engine=google&location=United States&num=100
DuckDuckGo Related Searches API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Related Searches API&engine=google&location=Canada&num=100
DuckDuckGo Related Searches API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Related Searches API&engine=google&location=France&num=100
DuckDuckGo Related Searches API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Related Searches API&engine=google&location=United Kingdom&num=100
DuckDuckGo Related Searches API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Related Searches API&engine=google&location=Germany&num=100
DuckDuckGo Search Engine Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Search Engine Results API&engine=google&location=United States&num=100
DuckDuckGo Search Engine Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Search Engine Results API&engine=google&location=Canada&num=100
DuckDuckGo Search Engine Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Search Engine Results API&engine=google&location=France&num=100
DuckDuckGo Search Engine Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Search Engine Results API&engine=google&location=United Kingdom&num=100
DuckDuckGo Search Engine Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=DuckDuckGo Search Engine Results API&engine=google&location=Germany&num=100
Google Ad Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,-,72,16,14,14,10,10,10,9,3,4,q=Google Ad Results API&engine=google&location=United States&num=100
Google Ad Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,-,85,16,14,14,10,10,10,8,3,Loading...,q=Google Ad Results API&engine=google&location=Canada&num=100
Google Ad Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,-,72,16,14,14,10,10,10,8,5,Loading...,q=Google Ad Results API&engine=google&location=France&num=100
Google Ad Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,-,72,16,14,14,10,10,10,9,5,Loading...,q=Google Ad Results API&engine=google&location=United Kingdom&num=100
Google Ad Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,-,85,16,14,14,10,10,10,9,5,Loading...,q=Google Ad Results API&engine=google&location=Germany&num=100
Google Available On Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,2,3,6,1,3,6,Loading...,q=Google Available On Results API&engine=google&location=United States&num=100
Google Available On Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,2,3,6,1,3,6,Loading...,q=Google Available On Results API&engine=google&location=Canada&num=100
Google Available On Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,2,3,6,1,3,6,Loading...,q=Google Available On Results API&engine=google&location=France&num=100
Google Available On Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,2,3,6,1,3,6,Loading...,q=Google Available On Results API&engine=google&location=United Kingdom&num=100
Google Available On Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3,1,2,2,3,6,1,3,6,Loading...,q=Google Available On Results API&engine=google&location=Germany&num=100
Google Broaden Searches API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Broaden Searches API&engine=google&location=United States&num=100
Google Broaden Searches API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Broaden Searches API&engine=google&location=Canada&num=100
Google Broaden Searches API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Broaden Searches API&engine=google&location=France&num=100
Google Broaden Searches API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Broaden Searches API&engine=google&location=United Kingdom&num=100
Google Broaden Searches API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,1,Loading...,q=Google Broaden Searches API&engine=google&location=Germany&num=100
"Google ""Discover More Places"" Results API",United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,1,1,1,1,q=Google%20%22Discover%20More%20Places%22%20Results%20API&engine=google&location=United States&num=100
"Google ""Discover More Places"" Results API",Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,1,1,1,Loading...,q=Google%20%22Discover%20More%20Places%22%20Results%20API&engine=google&location=Canada&num=100
"Google ""Discover More Places"" Results API",France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,1,1,1,Loading...,q=Google%20%22Discover%20More%20Places%22%20Results%20API&engine=google&location=France&num=100
"Google ""Discover More Places"" Results API",United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,1,1,1,Loading...,q=Google%20%22Discover%20More%20Places%22%20Results%20API&engine=google&location=United Kingdom&num=100
"Google ""Discover More Places"" Results API",Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,#ERROR!,1,1,1,Loading...,q=Google%20%22Discover%20More%20Places%22%20Results%20API&engine=google&location=Germany&num=100
Google Events API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,2,2,3,Loading...,q=Google Events API&engine=google&location=United States&num=100
Google Events API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,2,2,3,Loading...,q=Google Events API&engine=google&location=Canada&num=100
Google Events API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,2,2,3,Loading...,q=Google Events API&engine=google&location=France&num=100
Google Events API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,2,2,3,Loading...,q=Google Events API&engine=google&location=United Kingdom&num=100
Google Events API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,5,2,2,3,Loading...,q=Google Events API&engine=google&location=Germany&num=100
Google Inline People Also Search For Results API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,q=Google Inline People Also Search For Results API&engine=google&location=United States&num=100
Google Inline People Also Search For Results API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Inline People Also Search For Results API&engine=google&location=Canada&num=100
Google Inline People Also Search For Results API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Inline People Also Search For Results API&engine=google&location=France&num=100
Google Inline People Also Search For Results API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Inline People Also Search For Results API&engine=google&location=United Kingdom&num=100
Google Inline People Also Search For Results API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,Loading...,q=Google Inline People Also Search For Results API&engine=google&location=Germany&num=100
Google Inline Products API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Products API&engine=google&location=United States&num=100
Google Inline Products API,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Products API&engine=google&location=Canada&num=100
Google Inline Products API,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Products API&engine=google&location=France&num=100
Google Inline Products API,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Products API&engine=google&location=United Kingdom&num=100
Google Inline Products API,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Products API&engine=google&location=Germany&num=100
Google Inline Videos API,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,1,1,1,1,1,1,Loading...,q=Google Inline Videos API&engine=google&location=United States&num=100
